Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
29,No,Travel_Frequently,574,Research & Development,20,Below College,Medical,Male,Laboratory Technician,Very High,Married,3812,1,No,13,Excellent,11,11,8,10
32,No,Travel_Frequently,1318,Sales,10,Master,Marketing,Male,Sales Executive,Very High,Single,4648,8,No,13,Excellent,4,0,0,0
42,No,Non-Travel,355,Research & Development,10,Master,Technical Degree,Male,Research Scientist,High,Married,2936,3,No,22,Outstanding,10,6,3,3
47,No,Travel_Rarely,207,Research & Development,9,Master,Life Sciences,Female,Laboratory Technician,High,Single,2105,4,No,12,Excellent,7,2,2,0
46,No,Travel_Rarely,706,Research & Development,2,College,Life Sciences,Male,Manufacturing Director,Very High,Divorced,8578,3,No,14,Excellent,12,9,8,7
28,No,Non-Travel,280,Human Resources,1,College,Life Sciences,Male,Human Resources,Very High,Divorced,2706,1,No,15,Excellent,3,3,2,2
29,No,Travel_Rarely,726,Research & Development,29,Below College,Life Sciences,Male,Healthcare Representative,High,Divorced,6384,8,No,17,Excellent,11,7,0,6
42,No,Travel_Rarely,1142,Research & Development,8,Bachelor,Life Sciences,Male,Laboratory Technician,High,Single,3968,4,No,13,Excellent,8,0,0,0
32,Yes,Travel_Rarely,414,Sales,2,Master,Marketing,Male,Sales Executive,Medium,Single,9907,7,Yes,12,Excellent,7,2,2,2
46,No,Travel_Rarely,1319,Sales,3,Bachelor,Technical Degree,Female,Sales Executive,Low,Divorced,13225,2,No,12,Excellent,25,19,17,8
27,No,Travel_Rarely,728,Sales,23,Below College,Medical,Female,Sales Representative,High,Married,3540,1,No,21,Outstanding,9,9,8,8
29,No,Travel_Rarely,352,Human Resources,6,Below College,Medical,Male,Human Resources,Medium,Married,2804,1,No,11,Excellent,1,1,0,0
43,No,Travel_Rarely,823,Research & Development,6,Bachelor,Medical,Female,Manager,High,Married,19392,7,No,13,Excellent,21,16,12,14
48,No,Travel_Rarely,1224,Research & Development,10,Bachelor,Life Sciences,Male,Research Director,Medium,Married,19665,4,No,12,Excellent,29,22,10,9
29,Yes,Travel_Frequently,459,Research & Development,24,College,Life Sciences,Male,Research Scientist,Very High,Single,2439,1,Yes,24,Outstanding,1,1,0,0
46,Yes,Travel_Rarely,1254,Sales,10,Bachelor,Life Sciences,Female,Sales Executive,Medium,Married,7314,5,No,21,Outstanding,14,8,7,7
27,No,Travel_Frequently,1131,Research & Development,15,Bachelor,Life Sciences,Female,Research Scientist,Low,Married,4774,0,No,19,Excellent,8,7,6,3
39,No,Travel_Rarely,835,Research & Development,19,Master,Other,Male,Research Scientist,Very High,Divorced,3902,8,No,14,Excellent,7,2,2,2
55,No,Travel_Rarely,836,Research & Development,2,Master,Technical Degree,Male,Research Scientist,Very High,Married,2662,8,No,20,Outstanding,19,5,2,4
28,No,Travel_Rarely,1172,Sales,3,Bachelor,Medical,Female,Sales Representative,Medium,Married,2856,1,No,19,Excellent,1,1,0,0
30,Yes,Travel_Rarely,945,Sales,9,Bachelor,Medical,Male,Sales Representative,Very High,Single,1081,1,No,13,Excellent,1,1,0,0
22,Yes,Travel_Rarely,391,Research & Development,7,Below College,Life Sciences,Male,Research Scientist,Medium,Single,2472,1,Yes,23,Outstanding,1,1,0,0
36,No,Travel_Rarely,1266,Sales,10,Master,Technical Degree,Female,Sales Executive,High,Married,5673,1,Yes,13,Excellent,10,10,9,7
31,No,Travel_Rarely,311,Research & Development,20,Bachelor,Life Sciences,Male,Laboratory Technician,High,Divorced,4197,1,No,11,Excellent,10,10,8,2
34,No,Travel_Rarely,1480,Sales,4,Bachelor,Life Sciences,Male,Sales Executive,Very High,Married,9713,2,Yes,13,Excellent,9,5,3,0
29,No,Travel_Rarely,592,Research & Development,7,Bachelor,Life Sciences,Male,Laboratory Technician,Low,Single,2062,3,No,14,Excellent,11,3,2,2
37,No,Travel_Rarely,783,Research & Development,7,Master,Medical,Male,Research Scientist,Low,Married,4284,5,Yes,22,Outstanding,16,5,3,4
35,No,Travel_Rarely,219,Research & Development,16,College,Other,Female,Manufacturing Director,Medium,Married,4788,0,Yes,11,Excellent,4,3,2,2
45,No,Travel_Rarely,556,Research & Development,25,College,Life Sciences,Female,Manufacturing Director,Very High,Married,5906,0,No,13,Excellent,10,9,8,8
36,No,Travel_Frequently,1213,Human Resources,2,Below College,Human Resources,Male,Human Resources,Very High,Single,3886,1,No,21,Outstanding,10,10,1,8
40,No,Travel_Rarely,1137,Research & Development,1,Master,Life Sciences,Male,Manager,Low,Divorced,16823,2,No,11,Excellent,22,19,7,16
26,No,Travel_Rarely,482,Research & Development,1,College,Life Sciences,Female,Research Scientist,High,Married,2933,1,Yes,13,Excellent,1,1,0,0
27,No,Travel_Rarely,511,Sales,2,College,Medical,Female,Sales Executive,High,Single,6500,0,No,14,Excellent,9,8,7,7
48,No,Travel_Frequently,117,Research & Development,22,Bachelor,Medical,Female,Manager,Very High,Divorced,17174,3,No,11,Excellent,24,22,17,7
44,No,Travel_Rarely,170,Research & Development,1,Master,Life Sciences,Male,Healthcare Representative,Low,Married,5033,2,No,15,Excellent,10,2,0,2
34,Yes,Non-Travel,967,Research & Development,16,Master,Technical Degree,Male,Research Scientist,Low,Married,2307,1,Yes,23,Outstanding,5,5,2,0
56,Yes,Travel_Rarely,1162,Research & Development,24,College,Life Sciences,Male,Laboratory Technician,Very High,Single,2587,1,No,16,Excellent,5,4,2,0
36,No,Travel_Rarely,335,Sales,17,College,Marketing,Male,Sales Executive,Medium,Married,5507,2,No,16,Excellent,12,4,2,3
41,No,Travel_Rarely,337,Sales,8,Bachelor,Marketing,Female,Sales Executive,Medium,Married,4393,5,No,21,Outstanding,14,5,4,4
42,No,Travel_Rarely,1396,Research & Development,6,Bachelor,Medical,Male,Research Director,Low,Married,13348,9,No,13,Excellent,18,13,7,7
31,No,Travel_Rarely,1079,Sales,10,College,Medical,Female,Sales Executive,Very High,Divorced,6583,2,Yes,11,Excellent,8,5,2,4
34,No,Travel_Rarely,735,Sales,3,Below College,Medical,Female,Sales Executive,Very High,Married,8103,3,Yes,12,Excellent,9,4,2,1
31,No,Travel_Rarely,471,Research & Development,4,Bachelor,Medical,Female,Laboratory Technician,High,Divorced,3978,8,No,12,Excellent,4,2,2,2
26,No,Travel_Frequently,1096,Research & Development,6,Bachelor,Other,Male,Laboratory Technician,Very High,Married,2544,0,No,18,Excellent,8,7,7,7
45,No,Travel_Frequently,1297,Research & Development,1,Master,Medical,Male,Healthcare Representative,High,Single,5399,4,No,12,Excellent,12,4,2,3
33,No,Travel_Rarely,217,Sales,10,Master,Marketing,Male,Sales Executive,High,Single,5487,1,No,14,Excellent,10,10,4,9
28,No,Travel_Frequently,783,Sales,1,College,Life Sciences,Male,Sales Executive,Very High,Married,6834,1,Yes,12,Excellent,7,7,7,7
29,Yes,Travel_Frequently,746,Sales,24,Bachelor,Technical Degree,Male,Sales Representative,Low,Single,1091,1,No,17,Excellent,1,1,0,0
39,No,Non-Travel,1251,Sales,21,Master,Life Sciences,Female,Sales Executive,High,Married,5736,6,No,19,Excellent,10,3,2,2
27,No,Travel_Rarely,1354,Research & Development,2,Master,Technical Degree,Male,Research Scientist,Medium,Married,2226,1,No,11,Excellent,6,5,3,2
34,No,Travel_Frequently,735,Research & Development,22,Master,Other,Male,Research Scientist,Very High,Married,5747,1,Yes,15,Excellent,16,15,10,11
28,Yes,Travel_Rarely,1475,Sales,13,College,Marketing,Female,Sales Executive,High,Single,9854,3,Yes,11,Excellent,6,2,0,2
47,No,Non-Travel,1169,Research & Development,14,Master,Technical Degree,Male,Research Scientist,Medium,Married,5467,8,No,18,Excellent,16,8,7,7
56,No,Travel_Rarely,1443,Sales,11,Doctor,Marketing,Female,Sales Executive,Low,Married,5380,4,No,16,Excellent,6,0,0,0
39,No,Travel_Rarely,867,Research & Development,9,College,Medical,Male,Manufacturing Director,Low,Married,5151,1,No,25,Outstanding,10,10,0,9
38,No,Travel_Frequently,1394,Research & Development,8,Bachelor,Medical,Female,Research Scientist,Medium,Divorced,2133,1,Yes,16,Excellent,20,20,11,7
58,No,Travel_Rarely,605,Sales,21,Bachelor,Life Sciences,Female,Manager,Very High,Married,17875,4,Yes,13,Excellent,29,1,0,0
32,Yes,Travel_Frequently,238,Research & Development,5,College,Life Sciences,Female,Research Scientist,High,Single,2432,3,Yes,14,Excellent,8,4,1,3
38,No,Travel_Rarely,1206,Research & Development,9,College,Life Sciences,Male,Research Scientist,Very High,Divorced,4771,2,No,19,Excellent,10,5,2,3
49,No,Travel_Frequently,1064,Research & Development,2,Below College,Life Sciences,Male,Research Director,Very High,Married,19161,3,No,15,Excellent,28,5,4,3
42,No,Travel_Rarely,419,Sales,12,Master,Marketing,Male,Sales Executive,Very High,Divorced,5087,3,Yes,12,Excellent,14,0,0,0
27,Yes,Travel_Frequently,1337,Human Resources,22,Bachelor,Human Resources,Female,Human Resources,Medium,Married,2863,1,No,12,Excellent,1,1,0,0
35,No,Travel_Rarely,682,Sales,18,Master,Medical,Male,Sales Executive,Low,Married,5561,0,No,16,Excellent,6,5,3,4
28,No,Non-Travel,1103,Research & Development,16,Bachelor,Medical,Male,Research Scientist,High,Single,2144,1,No,14,Excellent,5,5,3,4
31,No,Non-Travel,976,Research & Development,3,College,Medical,Male,Research Scientist,Low,Divorced,3065,1,Yes,13,Excellent,4,4,2,3
36,No,Non-Travel,1351,Research & Development,9,Master,Life Sciences,Male,Laboratory Technician,Medium,Married,2810,1,No,22,Outstanding,5,5,4,2
34,No,Travel_Rarely,937,Sales,1,Bachelor,Marketing,Male,Sales Executive,Very High,Single,9888,1,No,21,Outstanding,14,14,8,1
34,No,Travel_Rarely,1239,Sales,13,Master,Medical,Male,Sales Executive,High,Divorced,8628,1,No,18,Excellent,9,8,7,1
26,No,Travel_Rarely,157,Research & Development,1,Bachelor,Medical,Male,Laboratory Technician,Low,Single,2867,0,No,13,Excellent,8,7,7,6
29,No,Travel_Rarely,136,Research & Development,1,Bachelor,Life Sciences,Male,Healthcare Representative,Low,Married,5373,0,No,12,Excellent,6,5,3,2
32,No,Non-Travel,1146,Research & Development,15,Master,Medical,Female,Healthcare Representative,Very High,Divorced,6667,5,No,18,Excellent,9,5,1,2
31,No,Travel_Frequently,1125,Research & Development,1,Bachelor,Life Sciences,Male,Research Scientist,Low,Married,5003,1,No,21,Outstanding,10,10,8,7
28,Yes,Travel_Rarely,1404,Research & Development,17,Bachelor,Technical Degree,Male,Laboratory Technician,Very High,Divorced,2367,5,No,12,Excellent,6,4,1,3
38,No,Travel_Rarely,1404,Sales,1,Bachelor,Life Sciences,Male,Sales Representative,Low,Single,2858,4,No,14,Excellent,20,1,0,0
35,No,Travel_Rarely,1224,Sales,7,Master,Life Sciences,Female,Sales Executive,Very High,Married,5204,1,Yes,11,Excellent,10,10,8,9
27,No,Travel_Rarely,954,Sales,9,Bachelor,Marketing,Male,Sales Executive,Very High,Single,4105,1,No,14,Excellent,7,7,7,7
32,No,Travel_Rarely,1373,Research & Development,5,Master,Life Sciences,Male,Manufacturing Director,Very High,Single,9679,8,No,24,Outstanding,8,1,0,0
31,Yes,Travel_Frequently,754,Sales,26,Master,Marketing,Male,Sales Executive,Very High,Married,5617,1,Yes,11,Excellent,10,10,7,8
53,Yes,Travel_Rarely,1168,Sales,24,Master,Life Sciences,Male,Sales Executive,Low,Single,10448,6,Yes,13,Excellent,15,2,2,2
54,No,Travel_Rarely,155,Research & Development,9,College,Life Sciences,Female,Research Scientist,High,Married,2897,3,No,11,Excellent,9,4,3,3
33,No,Travel_Frequently,1303,Research & Development,7,College,Life Sciences,Male,Healthcare Representative,High,Divorced,5968,1,No,20,Outstanding,9,9,7,8
43,No,Travel_Rarely,574,Research & Development,11,Bachelor,Life Sciences,Male,Healthcare Representative,High,Married,7510,1,No,17,Excellent,10,10,9,9
38,No,Travel_Frequently,1444,Human Resources,1,Master,Other,Male,Human Resources,Medium,Married,2991,0,Yes,11,Excellent,7,6,2,2
55,No,Travel_Rarely,189,Human Resources,26,Master,Human Resources,Male,Manager,Medium,Married,19636,4,Yes,18,Excellent,35,10,9,4
31,No,Travel_Rarely,1276,Research & Development,2,Below College,Medical,Female,Laboratory Technician,Very High,Divorced,1129,1,Yes,11,Excellent,1,1,0,0
39,No,Travel_Rarely,119,Sales,15,Master,Marketing,Male,Sales Executive,Low,Single,13341,0,No,12,Excellent,21,20,8,10
42,No,Non-Travel,335,Research & Development,23,College,Life Sciences,Male,Research Scientist,High,Single,4332,1,No,12,Excellent,20,20,9,7
31,No,Non-Travel,697,Research & Development,10,Bachelor,Medical,Female,Research Director,High,Married,11031,4,No,20,Outstanding,13,11,7,8
54,No,Travel_Rarely,157,Research & Development,10,Bachelor,Medical,Female,Manufacturing Director,Low,Single,4440,6,Yes,19,Excellent,9,5,2,4
24,No,Travel_Rarely,771,Research & Development,1,College,Life Sciences,Male,Healthcare Representative,High,Single,4617,1,No,12,Excellent,4,4,3,2
23,No,Travel_Rarely,571,Research & Development,12,College,Other,Male,Laboratory Technician,Very High,Single,2647,1,No,13,Excellent,5,5,2,4
40,No,Travel_Frequently,692,Research & Development,11,Bachelor,Technical Degree,Female,Laboratory Technician,High,Married,6323,1,No,11,Excellent,10,10,9,4
40,No,Travel_Rarely,444,Sales,2,College,Marketing,Female,Sales Executive,Medium,Married,5677,3,No,14,Excellent,15,11,8,10
25,No,Travel_Rarely,309,Human Resources,2,Bachelor,Human Resources,Female,Human Resources,Medium,Married,2187,4,No,14,Excellent,6,2,0,2
30,No,Travel_Rarely,911,Research & Development,1,College,Medical,Male,Laboratory Technician,Medium,Married,3748,1,No,13,Excellent,12,12,8,7
25,No,Travel_Rarely,977,Research & Development,2,Below College,Other,Male,Laboratory Technician,High,Divorced,3977,6,Yes,19,Excellent,7,2,2,2
47,No,Travel_Rarely,1180,Research & Development,25,Bachelor,Medical,Male,Healthcare Representative,High,Single,8633,2,No,23,Outstanding,25,17,14,11
33,No,Non-Travel,1313,Research & Development,1,College,Medical,Male,Laboratory Technician,High,Divorced,2008,1,No,12,Excellent,1,1,1,0
38,No,Travel_Rarely,1321,Sales,1,Master,Life Sciences,Male,Sales Executive,Medium,Married,4440,0,No,15,Excellent,16,15,13,8
31,No,Travel_Rarely,1154,Sales,2,College,Life Sciences,Male,Sales Representative,High,Married,3067,0,No,19,Excellent,3,2,2,2
38,No,Travel_Frequently,508,Research & Development,6,Master,Life Sciences,Male,Manufacturing Director,High,Married,5321,2,No,11,Excellent,10,8,3,7
42,No,Travel_Rarely,557,Research & Development,18,Master,Life Sciences,Male,Research Scientist,Low,Divorced,5410,6,Yes,17,Excellent,9,4,3,2
41,No,Travel_Rarely,642,Research & Development,1,Bachelor,Life Sciences,Male,Research Scientist,Very High,Married,2782,3,No,22,Outstanding,12,5,3,0
47,No,Non-Travel,1162,Research & Development,1,Below College,Medical,Female,Research Director,Medium,Married,11957,0,No,18,Excellent,14,13,8,12
35,No,Travel_Rarely,1490,Research & Development,11,Master,Medical,Male,Laboratory Technician,High,Married,2660,7,Yes,11,Excellent,5,2,2,2
22,No,Travel_Rarely,581,Research & Development,1,College,Life Sciences,Male,Research Scientist,High,Single,3375,0,No,12,Excellent,4,3,2,2
35,No,Travel_Rarely,1395,Research & Development,9,Master,Medical,Male,Research Scientist,High,Single,5098,1,No,19,Excellent,10,10,7,8
33,No,Travel_Rarely,501,Research & Development,15,College,Medical,Female,Healthcare Representative,Very High,Married,4878,0,Yes,13,Excellent,10,9,7,1
32,No,Travel_Rarely,267,Research & Development,29,Master,Life Sciences,Female,Laboratory Technician,Medium,Single,2837,1,No,13,Excellent,6,6,2,1
40,No,Travel_Rarely,543,Research & Development,1,Master,Life Sciences,Male,Laboratory Technician,Very High,Married,2406,8,No,19,Excellent,8,1,0,0
32,No,Travel_Rarely,234,Sales,1,Master,Medical,Male,Sales Representative,Medium,Married,2269,0,No,14,Excellent,3,2,2,2
39,No,Travel_Rarely,116,Research & Development,24,Below College,Life Sciences,Male,Research Scientist,Very High,Single,4108,7,No,13,Excellent,18,7,7,7
38,No,Travel_Rarely,201,Research & Development,10,Bachelor,Medical,Female,Research Director,High,Married,13206,3,No,12,Excellent,20,18,16,11
32,No,Travel_Rarely,801,Sales,1,Master,Marketing,Female,Sales Executive,Very High,Married,10422,1,No,19,Excellent,14,14,10,7
37,No,Travel_Rarely,161,Research & Development,10,Bachelor,Life Sciences,Female,Research Director,Very High,Married,13744,1,Yes,25,Outstanding,16,16,11,8
25,No,Travel_Rarely,1382,Sales,8,College,Other,Female,Sales Executive,High,Divorced,4907,0,Yes,22,Outstanding,6,5,3,4
52,No,Non-Travel,585,Sales,29,Master,Life Sciences,Male,Sales Representative,Very High,Divorced,3482,2,No,15,Excellent,16,9,8,0
44,No,Travel_Rarely,1037,Research & Development,1,Bachelor,Medical,Male,Research Scientist,Very High,Single,2436,6,Yes,12,Excellent,6,4,3,2
21,No,Travel_Rarely,501,Sales,5,Below College,Medical,Male,Sales Representative,Low,Single,2380,1,Yes,11,Excellent,2,2,2,2
39,No,Non-Travel,105,Research & Development,9,Bachelor,Life Sciences,Male,Manager,Very High,Single,19431,2,No,13,Excellent,21,6,0,3
23,Yes,Travel_Frequently,638,Sales,9,Bachelor,Marketing,Male,Sales Representative,Low,Married,1790,1,No,19,Excellent,1,1,0,0
36,No,Travel_Rarely,557,Sales,3,Bachelor,Medical,Female,Sales Executive,Very High,Married,7644,0,No,19,Excellent,10,9,7,4
36,No,Travel_Frequently,688,Research & Development,4,College,Life Sciences,Female,Manufacturing Director,Medium,Divorced,5131,7,No,13,Excellent,18,4,2,2
56,No,Non-Travel,667,Research & Development,1,Master,Life Sciences,Male,Healthcare Representative,High,Divorced,6306,1,No,21,Outstanding,13,13,12,9
29,Yes,Travel_Rarely,1092,Research & Development,1,Master,Medical,Male,Research Scientist,Very High,Married,4787,9,Yes,14,Excellent,4,2,2,2
42,No,Travel_Rarely,300,Research & Development,2,Bachelor,Life Sciences,Male,Manager,High,Married,18880,5,No,11,Excellent,24,22,6,14
56,Yes,Travel_Rarely,310,Research & Development,7,College,Technical Degree,Male,Laboratory Technician,High,Married,2339,8,No,11,Excellent,14,10,9,8
41,No,Travel_Rarely,582,Research & Development,28,Master,Life Sciences,Female,Manufacturing Director,Medium,Married,13570,0,No,23,Outstanding,21,20,7,10
34,No,Travel_Rarely,704,Sales,28,Bachelor,Marketing,Female,Sales Executive,High,Married,6712,1,No,21,Outstanding,8,8,7,7
36,No,Non-Travel,301,Sales,15,Master,Marketing,Male,Sales Executive,Very High,Divorced,5406,1,No,24,Outstanding,15,15,12,11
41,No,Travel_Rarely,930,Sales,3,Bachelor,Life Sciences,Male,Sales Executive,Medium,Divorced,8938,2,No,11,Excellent,14,5,4,4
32,No,Travel_Rarely,529,Research & Development,2,Bachelor,Technical Degree,Male,Research Scientist,Low,Single,2439,1,No,14,Excellent,4,4,2,2
35,No,Travel_Rarely,1146,Human Resources,26,Master,Life Sciences,Female,Human Resources,Very High,Single,8837,1,Yes,16,Excellent,9,9,0,7
38,No,Travel_Rarely,345,Sales,10,College,Life Sciences,Female,Sales Executive,Very High,Married,5343,1,No,11,Excellent,10,10,7,9
50,Yes,Travel_Frequently,878,Sales,1,Master,Life Sciences,Male,Sales Executive,High,Divorced,6728,7,No,12,Excellent,12,6,3,1
36,No,Travel_Rarely,1120,Sales,11,Master,Marketing,Female,Sales Executive,Very High,Married,6652,4,No,13,Excellent,8,6,3,0
